"neighborhood","virus","serotype","year","epiweek","total_female_aegypti","total_female_albopictus","total_traps","MFAI_aegypti","MFAI_albopictus"
"HIGIENÓPOLIS","","",2022,43,2,0,11,0.181818181818182,0
"HIGIENÓPOLIS","","",2022,44,0,0,11,0,0
"HIGIENÓPOLIS","","",2022,45,0,0,11,0,0
"HIGIENÓPOLIS","","",2022,46,1,0,11,0.0909090909090909,0
"HIGIENÓPOLIS","","",2022,47,1,1,11,0.0909090909090909,0.0909090909090909
"HIGIENÓPOLIS","","",2022,48,0,0,11,0,0
"HIGIENÓPOLIS","","",2022,49,2,0,11,0.181818181818182,0
"HIGIENÓPOLIS","","",2022,50,2,0,11,0.181818181818182,0
"HIGIENÓPOLIS","","",2022,51,1,0,11,0.0909090909090909,0
"HIGIENÓPOLIS","","",2022,52,4,0,9,0.444444444444444,0
"HIGIENÓPOLIS","","",2023,1,4,0,9,0.444444444444444,0
"HIGIENÓPOLIS","","",2023,2,4,0,10,0.4,0
"HIGIENÓPOLIS","","",2023,3,5,0,9,0.555555555555556,0
"HIGIENÓPOLIS","","",2023,4,8,0,11,0.727272727272727,0
"HIGIENÓPOLIS","","",2023,5,3,0,11,0.272727272727273,0
"HIGIENÓPOLIS","","",2023,6,21,0,10,2.1,0
"HIGIENÓPOLIS","","",2023,7,15,0,11,1.36363636363636,0
"HIGIENÓPOLIS","","",2023,8,12,0,10,1.2,0
"HIGIENÓPOLIS","","",2023,9,8,0,11,0.727272727272727,0
"HIGIENÓPOLIS","","",2023,10,11,0,11,1,0
"HIGIENÓPOLIS","","",2023,11,29,0,11,2.63636363636364,0
"HIGIENÓPOLIS","","",2023,12,27,0,10,2.7,0
"HIGIENÓPOLIS","","",2023,13,11,0,10,1.1,0
"HIGIENÓPOLIS","","",2023,14,16,0,11,1.45454545454545,0
"HIGIENÓPOLIS","","",2023,15,12,0,11,1.09090909090909,0
"HIGIENÓPOLIS","","",2023,16,32,0,11,2.90909090909091,0
"HIGIENÓPOLIS","","",2023,17,14,0,11,1.27272727272727,0
"HIGIENÓPOLIS","","",2023,18,0,0,5,0,0
"HIGIENÓPOLIS","","",2023,19,2,0,11,0.181818181818182,0
"HIGIENÓPOLIS","","",2023,20,7,0,11,0.636363636363636,0
"HIGIENÓPOLIS","","",2023,21,6,0,10,0.6,0
"HIGIENÓPOLIS","","",2023,22,5,0,11,0.454545454545455,0
"HIGIENÓPOLIS","","",2023,23,3,0,11,0.272727272727273,0
"HIGIENÓPOLIS","","",2023,24,1,0,11,0.0909090909090909,0
"HIGIENÓPOLIS","","",2023,25,0,0,11,0,0
"HIGIENÓPOLIS","","",2023,26,7,0,11,0.636363636363636,0
"HIGIENÓPOLIS","","",2023,27,1,0,9,0.111111111111111,0
"HIGIENÓPOLIS","","",2023,28,0,0,11,0,0
"HIGIENÓPOLIS","","",2023,29,1,0,10,0.1,0
"HIGIENÓPOLIS","","",2023,30,0,0,11,0,0
"HIGIENÓPOLIS","","",2023,31,3,0,11,0.272727272727273,0
"HIGIENÓPOLIS","","",2023,32,1,0,11,0.0909090909090909,0
"HIGIENÓPOLIS","","",2023,33,0,0,11,0,0
"HIGIENÓPOLIS","","",2023,34,1,0,11,0.0909090909090909,0
"HIGIENÓPOLIS","","",2023,35,0,0,11,0,0
"HIGIENÓPOLIS","","",2023,36,1,0,11,0.0909090909090909,0
"HIGIENÓPOLIS","","",2023,37,1,0,9,0.111111111111111,0
"HIGIENÓPOLIS","","",2023,38,0,0,11,0,0
"HIGIENÓPOLIS","","",2023,39,0,0,8,0,0
"HIGIENÓPOLIS","","",2023,40,0,0,14,0,0
"HIGIENÓPOLIS","","",2023,41,1,0,8,0.125,0
"HIGIENÓPOLIS","","",2023,42,0,0,11,0,0
"HIGIENÓPOLIS","","",2023,43,1,0,10,0.1,0
"HIGIENÓPOLIS","","",2023,44,1,0,10,0.1,0
"HIGIENÓPOLIS","","",2023,45,2,0,11,0.181818181818182,0
"HIGIENÓPOLIS","","",2023,46,3,0,11,0.272727272727273,0
"HIGIENÓPOLIS","","",2023,47,2,0,11,0.181818181818182,0
"HIGIENÓPOLIS","","",2023,48,3,0,10,0.3,0
"HIGIENÓPOLIS","","",2023,49,9,0,11,0.818181818181818,0
"HIGIENÓPOLIS","","",2023,50,4,0,11,0.363636363636364,0
"HIGIENÓPOLIS","","",2023,51,12,0,11,1.09090909090909,0
"HIGIENÓPOLIS","","",2023,52,8,0,9,0.888888888888889,0
"HIGIENÓPOLIS","","",2024,1,6,0,12,0.5,0
"HIGIENÓPOLIS","","",2024,2,5,0,10,0.5,0
"HIGIENÓPOLIS","","",2024,3,4,0,9,0.444444444444444,0
"HIGIENÓPOLIS","","",2024,4,8,0,10,0.8,0
"HIGIENÓPOLIS","","",2024,5,9,0,11,0.818181818181818,0
"HIGIENÓPOLIS","","",2024,6,20,0,11,1.81818181818182,0
"HIGIENÓPOLIS","","",2024,7,12,0,10,1.2,0
"HIGIENÓPOLIS","","",2024,8,12,0,10,1.2,0
"HIGIENÓPOLIS","","",2024,9,28,0,11,2.54545454545455,0
"HIGIENÓPOLIS","","",2024,10,19,0,11,1.72727272727273,0
"HIGIENÓPOLIS","","",2024,11,8,0,11,0.727272727272727,0
"HIGIENÓPOLIS","","",2024,12,5,0,12,0.416666666666667,0
"HIGIENÓPOLIS","","",2024,13,10,0,11,0.909090909090909,0
"HIGIENÓPOLIS","","",2024,14,28,0,15,1.86666666666667,0
"HIGIENÓPOLIS","","",2024,15,11,0,11,1,0
"HIGIENÓPOLIS","","",2024,16,5,0,12,0.416666666666667,0
"HIGIENÓPOLIS","","",2024,17,13,0,12,1.08333333333333,0
"HIGIENÓPOLIS","","",2024,22,0,0,5,0,0
"HIGIENÓPOLIS","","",2024,23,9,0,10,0.9,0
"HIGIENÓPOLIS","","",2024,24,0,0,11,0,0
"HIGIENÓPOLIS","","",2024,25,0,2,11,0,0.181818181818182
"HIGIENÓPOLIS","","",2024,26,0,0,11,0,0
"HIGIENÓPOLIS","","",2024,27,1,0,11,0.0909090909090909,0
"HIGIENÓPOLIS","","",2024,28,0,0,11,0,0
"HIGIENÓPOLIS","","",2024,29,0,0,11,0,0
"HIGIENÓPOLIS","","",2024,30,0,0,11,0,0
"HIGIENÓPOLIS","","",2024,31,0,0,11,0,0
"HIGIENÓPOLIS","","",2024,32,0,0,10,0,0
"HIGIENÓPOLIS","","",2024,33,0,0,11,0,0
"HIGIENÓPOLIS","","",2024,34,0,0,10,0,0
"HIGIENÓPOLIS","","",2024,35,1,0,11,0.0909090909090909,0
"HIGIENÓPOLIS","","",2024,36,0,0,11,0,0
"HIGIENÓPOLIS","","",2024,37,0,0,7,0,0
"HIGIENÓPOLIS","","",2024,38,0,0,11,0,0
"HIGIENÓPOLIS","","",2024,39,0,0,10,0,0
"HIGIENÓPOLIS","","",2024,40,0,0,11,0,0
"HIGIENÓPOLIS","","",2024,41,0,0,7,0,0
"HIGIENÓPOLIS","","",2024,42,0,0,11,0,0
"HIGIENÓPOLIS","","",2024,43,0,0,10,0,0
"HIGIENÓPOLIS","","",2024,44,2,0,11,0.181818181818182,0
"HIGIENÓPOLIS","","",2024,45,0,0,11,0,0
"HIGIENÓPOLIS","","",2024,46,0,0,11,0,0
"HIGIENÓPOLIS","","",2024,47,0,0,11,0,0
"HIGIENÓPOLIS","","",2024,48,0,0,11,0,0
"HIGIENÓPOLIS","","",2024,49,7,0,7,1,0
"HIGIENÓPOLIS","","",2024,50,2,0,7,0.285714285714286,0
"HIGIENÓPOLIS","","",2024,51,7,0,10,0.7,0
"HIGIENÓPOLIS","","",2024,52,3,0,8,0.375,0
"HIGIENÓPOLIS","","",2025,1,2,0,3,0.666666666666667,0
"HIGIENÓPOLIS","","",2025,2,5,0,8,0.625,0
"HIGIENÓPOLIS","","",2025,3,9,0,9,1,0
"HIGIENÓPOLIS","","",2025,4,5,0,9,0.555555555555556,0
"HIGIENÓPOLIS","","",2025,5,10,0,10,1,0
"HIGIENÓPOLIS","","",2025,6,6,0,11,0.545454545454545,0
"HIGIENÓPOLIS","","",2025,7,11,0,4,2.75,0
"HIGIENÓPOLIS","","",2025,8,14,0,11,1.27272727272727,0
"HIGIENÓPOLIS","","",2025,9,28,0,10,2.8,0
"HIGIENÓPOLIS","","",2025,10,18,0,7,2.57142857142857,0
"HIGIENÓPOLIS","","",2025,11,7,0,11,0.636363636363636,0
"HIGIENÓPOLIS","","",2025,12,6,0,11,0.545454545454545,0
"HIGIENÓPOLIS","","",2025,13,8,0,10,0.8,0
"HIGIENÓPOLIS","","",2025,14,16,0,10,1.6,0
"HIGIENÓPOLIS","","",2025,15,6,0,10,0.6,0
"HIGIENÓPOLIS","","",2025,16,7,0,11,0.636363636363636,0
"HIGIENÓPOLIS","","",2025,17,7,0,11,0.636363636363636,0
"HIGIENÓPOLIS","","",2025,18,4,0,11,0.363636363636364,0
"HIGIENÓPOLIS","","",2025,19,7,0,11,0.636363636363636,0
"HIGIENÓPOLIS","","",2025,20,7,0,11,0.636363636363636,0
"HIGIENÓPOLIS","","",2025,21,10,0,11,0.909090909090909,0
"HIGIENÓPOLIS","","",2025,22,1,0,10,0.1,0
"HIGIENÓPOLIS","","",2025,23,2,0,11,0.181818181818182,0
"HIGIENÓPOLIS","","",2025,24,1,0,11,0.0909090909090909,0
"HIGIENÓPOLIS","","",2025,25,0,0,1,0,0
"HIGIENÓPOLIS","","",2025,26,0,0,11,0,0
"HIGIENÓPOLIS","","",2025,27,0,0,11,0,0
"HIGIENÓPOLIS","","",2025,28,0,0,11,0,0
"HIGIENÓPOLIS","","",2025,29,0,0,6,0,0
"HIGIENÓPOLIS","","",2025,30,0,0,11,0,0
"HIGIENÓPOLIS","","",2025,31,0,0,11,0,0
"HIGIENÓPOLIS",NA,NA,2025,32,0,0,11,0,0
"HIGIENÓPOLIS",NA,NA,2025,33,0,0,11,0,0
"HIGIENÓPOLIS",NA,NA,2025,34,0,0,9,0,0
"HIGIENÓPOLIS",NA,NA,2025,35,0,0,11,0,0
"HIGIENÓPOLIS",NA,NA,2025,36,0,0,2,0,0
"HIGIENÓPOLIS",NA,NA,2025,37,1,0,11,0.0909090909090909,0
"HIGIENÓPOLIS",NA,NA,2025,38,0,0,11,0,0
"HIGIENÓPOLIS",NA,NA,2025,39,0,0,11,0,0
"HIGIENÓPOLIS",NA,NA,2025,40,0,0,11,0,0
"HIGIENÓPOLIS",NA,NA,2025,41,2,0,11,0.181818181818182,0
"HIGIENÓPOLIS",NA,NA,2025,42,3,0,11,0.272727272727273,0
"HIGIENÓPOLIS",NA,NA,2025,43,1,0,11,0.0909090909090909,0
"HIGIENÓPOLIS",NA,NA,2025,44,0,0,11,0,0
"HIGIENÓPOLIS",NA,NA,2025,45,2,0,11,0.181818181818182,0
"HIGIENÓPOLIS",NA,NA,2025,46,0,0,11,0,0
"HIGIENÓPOLIS",NA,NA,2025,47,2,0,11,0.181818181818182,0
"HIGIENÓPOLIS",NA,NA,2025,48,3,0,11,0.272727272727273,0
"HIGIENÓPOLIS",NA,NA,2025,49,5,0,11,0.454545454545455,0
"HIGIENÓPOLIS",NA,NA,2025,50,6,0,11,0.545454545454545,0
"HIGIENÓPOLIS",NA,NA,2025,51,2,0,10,0.2,0
"HIGIENÓPOLIS",NA,NA,2025,52,5,0,9,0.555555555555556,0
"HIGIENÓPOLIS",NA,NA,2025,53,0,0,7,0,0
"HUMAITA","","",2019,4,0,0,1,0,0
"HUMAITA","","",2019,5,0,0,1,0,0
"HUMAITA","","",2019,6,0,0,1,0,0
"HUMAITA","","",2019,7,0,0,1,0,0
"HUMAITA","","",2019,8,1,0,1,1,0
"HUMAITA","","",2019,9,0,0,1,0,0
"HUMAITA","","",2019,10,0,0,1,0,0
"HUMAITA","","",2019,11,0,0,1,0,0
"HUMAITA","","",2019,12,0,0,1,0,0
"HUMAITA","","",2019,13,1,0,1,1,0
"HUMAITA","","",2019,14,0,0,1,0,0
"HUMAITA","","",2019,15,1,0,1,1,0
"HUMAITA","","",2019,16,0,0,1,0,0
"HUMAITA","","",2019,17,1,0,1,1,0
"HUMAITA","","",2019,18,0,0,1,0,0
"HUMAITA","","",2019,19,0,0,1,0,0
"HUMAITA","","",2019,20,0,0,1,0,0
"HUMAITA","","",2019,21,0,0,1,0,0
"HUMAITA","","",2019,22,0,0,1,0,0
"HUMAITA","","",2019,23,0,0,1,0,0
"HUMAITA","","",2019,24,0,0,1,0,0
"HUMAITA","","",2019,25,0,0,1,0,0
"HUMAITA","","",2019,26,0,0,1,0,0
"HUMAITA","","",2019,27,0,0,1,0,0
"HUMAITA","","",2019,28,0,0,1,0,0
"HUMAITA","","",2019,29,0,0,1,0,0
"HUMAITA","","",2019,30,0,0,1,0,0
"HUMAITA","","",2019,31,0,0,1,0,0
"HUMAITA","","",2019,32,0,0,1,0,0
"HUMAITA","","",2019,33,0,0,1,0,0
"HUMAITA","","",2019,34,0,0,1,0,0
"HUMAITA","","",2019,39,0,0,1,0,0
"HUMAITA","","",2019,40,0,0,1,0,0
"HUMAITA","","",2019,41,0,0,1,0,0
"HUMAITA","","",2019,42,0,0,1,0,0
"HUMAITA","","",2019,43,0,0,1,0,0
"HUMAITA","","",2019,44,0,0,1,0,0
"HUMAITA","","",2019,45,0,0,1,0,0
"HUMAITA","","",2019,46,0,0,1,0,0
"HUMAITA","","",2019,47,0,0,1,0,0
"HUMAITA","","",2019,48,0,0,1,0,0
"HUMAITA","","",2019,49,0,0,1,0,0
"HUMAITA","","",2019,50,0,0,1,0,0
"HUMAITA","","",2019,51,0,0,1,0,0
"HUMAITA","","",2019,52,0,0,1,0,0
"HUMAITA","","",2020,2,1,0,1,1,0
"HUMAITA","","",2020,3,0,0,1,0,0
"HUMAITA","","",2020,4,0,0,1,0,0
"HUMAITA","","",2020,5,0,0,1,0,0
"HUMAITA","","",2020,6,0,0,1,0,0
"HUMAITA","","",2020,7,0,0,1,0,0
"HUMAITA","","",2020,8,0,0,1,0,0
"HUMAITA","","",2020,9,0,0,1,0,0
"HUMAITA","","",2020,10,0,0,1,0,0
"HUMAITA","","",2020,11,0,0,1,0,0
"HUMAITA","","",2020,12,0,0,1,0,0
"HUMAITA","","",2020,13,0,0,1,0,0
"HUMAITA","","",2020,14,0,0,1,0,0
"HUMAITA","","",2020,15,0,0,1,0,0
"IPANEMA","","",2018,3,19,1,28,0.678571428571429,0.0357142857142857
"IPANEMA","","",2018,4,10,0,28,0.357142857142857,0
"IPANEMA","","",2018,5,33,4,29,1.13793103448276,0.137931034482759
"IPANEMA","","",2018,6,34,4,29,1.17241379310345,0.137931034482759
"IPANEMA","","",2018,7,19,2,27,0.703703703703704,0.0740740740740741
"IPANEMA","","",2018,8,15,0,30,0.5,0
"IPANEMA","","",2018,9,7,0,29,0.241379310344828,0
"IPANEMA","","",2018,10,19,3,30,0.633333333333333,0.1
"IPANEMA","","",2018,11,15,4,30,0.5,0.133333333333333
"IPANEMA","","",2018,12,10,3,30,0.333333333333333,0.1
"IPANEMA","","",2018,13,6,1,28,0.214285714285714,0.0357142857142857
"IPANEMA","","",2018,14,11,3,31,0.354838709677419,0.0967741935483871
"IPANEMA","","",2018,15,11,2,30,0.366666666666667,0.0666666666666667
"IPANEMA","","",2018,16,7,2,30,0.233333333333333,0.0666666666666667
"IPANEMA","","",2018,17,14,5,30,0.466666666666667,0.166666666666667
"IPANEMA","","",2018,18,11,0,31,0.354838709677419,0
"IPANEMA","","",2018,19,6,0,30,0.2,0
"IPANEMA","","",2018,20,11,1,31,0.354838709677419,0.032258064516129
"IPANEMA","","",2018,21,1,0,30,0.0333333333333333,0
"IPANEMA","","",2018,22,3,0,28,0.107142857142857,0
"IPANEMA","","",2018,23,0,0,30,0,0
"IPANEMA","","",2018,24,3,0,31,0.0967741935483871,0
"IPANEMA","","",2018,25,0,0,31,0,0
"IPANEMA","","",2018,26,3,0,28,0.107142857142857,0
"IPANEMA","","",2018,27,0,0,31,0,0
"IPANEMA","","",2018,28,0,0,29,0,0
"IPANEMA","","",2018,29,0,0,28,0,0
"IPANEMA","","",2018,30,0,0,30,0,0
"IPANEMA","","",2018,31,0,0,22,0,0
"IPANEMA","","",2018,32,0,0,30,0,0
"IPANEMA","","",2018,33,0,0,31,0,0
"IPANEMA","","",2018,34,0,0,30,0,0
"IPANEMA","","",2018,35,0,0,30,0,0
"IPANEMA","","",2018,36,0,0,30,0,0
"IPANEMA","","",2018,37,0,0,29,0,0
"IPANEMA","","",2018,38,0,0,29,0,0
"IPANEMA","","",2018,39,0,0,30,0,0
"IPANEMA","","",2018,40,0,0,29,0,0
"IPANEMA","","",2018,41,1,0,31,0.032258064516129,0
"IPANEMA","","",2018,42,3,1,30,0.1,0.0333333333333333
"IPANEMA","","",2018,43,2,0,29,0.0689655172413793,0
"IPANEMA","","",2018,44,0,0,30,0,0
"IPANEMA","","",2018,45,2,0,30,0.0666666666666667,0
"IPANEMA","","",2018,46,1,1,28,0.0357142857142857,0.0357142857142857
"IPANEMA","","",2018,47,1,0,31,0.032258064516129,0
"IPANEMA","","",2018,48,4,0,31,0.129032258064516,0
"IPANEMA","","",2018,49,4,0,29,0.137931034482759,0
"IPANEMA","","",2018,50,8,0,30,0.266666666666667,0
"IPANEMA","","",2019,1,0,0,7,0,0
"IPANEMA","","",2019,3,8,4,29,0.275862068965517,0.137931034482759
"IPANEMA","","",2019,4,7,2,28,0.25,0.0714285714285714
"IPANEMA","","",2019,5,8,4,28,0.285714285714286,0.142857142857143
"IPANEMA","","",2019,6,12,0,32,0.375,0
"IPANEMA","","",2019,7,12,1,31,0.387096774193548,0.032258064516129
"IPANEMA","","",2019,8,12,5,30,0.4,0.166666666666667
"IPANEMA","","",2019,9,15,1,29,0.517241379310345,0.0344827586206897
"IPANEMA","","",2019,10,11,2,28,0.392857142857143,0.0714285714285714
"IPANEMA","","",2019,11,8,2,30,0.266666666666667,0.0666666666666667
"IPANEMA","","",2019,12,1,0,28,0.0357142857142857,0
"IPANEMA","","",2019,13,14,5,28,0.5,0.178571428571429
"IPANEMA","","",2019,14,13,1,29,0.448275862068966,0.0344827586206897
"IPANEMA","","",2019,15,15,6,31,0.483870967741935,0.193548387096774
"IPANEMA","","",2019,16,5,2,30,0.166666666666667,0.0666666666666667
"IPANEMA","","",2019,17,9,3,30,0.3,0.1
"IPANEMA","","",2019,18,9,3,30,0.3,0.1
"IPANEMA","","",2019,19,3,2,31,0.0967741935483871,0.0645161290322581
"IPANEMA","","",2019,20,8,1,28,0.285714285714286,0.0357142857142857
"IPANEMA","","",2019,21,9,2,28,0.321428571428571,0.0714285714285714
"IPANEMA","","",2019,22,7,0,30,0.233333333333333,0
"IPANEMA","","",2019,23,5,2,29,0.172413793103448,0.0689655172413793
"IPANEMA","","",2019,24,3,4,31,0.0967741935483871,0.129032258064516
"IPANEMA","","",2019,25,6,2,29,0.206896551724138,0.0689655172413793
"IPANEMA","","",2019,26,5,15,31,0.161290322580645,0.483870967741935
"IPANEMA","","",2019,27,1,0,30,0.0333333333333333,0
"IPANEMA","","",2019,28,0,0,29,0,0
"IPANEMA","","",2019,29,0,1,29,0,0.0344827586206897
"IPANEMA","","",2019,30,0,0,30,0,0
"IPANEMA","","",2019,31,0,0,30,0,0
"IPANEMA","","",2019,32,0,0,30,0,0
"IPANEMA","","",2019,33,0,0,31,0,0
"IPANEMA","","",2019,36,0,0,29,0,0
"IPANEMA","","",2019,37,0,0,29,0,0
"IPANEMA","","",2019,38,1,0,25,0.04,0
"IPANEMA","","",2019,39,0,1,30,0,0.0333333333333333
"IPANEMA","","",2019,40,2,1,27,0.0740740740740741,0.037037037037037
"IPANEMA","","",2019,41,0,2,29,0,0.0689655172413793
"IPANEMA","","",2019,42,1,2,27,0.037037037037037,0.0740740740740741
"IPANEMA","","",2019,43,0,2,30,0,0.0666666666666667
"IPANEMA","","",2019,44,0,0,30,0,0
"IPANEMA","","",2019,45,2,1,29,0.0689655172413793,0.0344827586206897
"IPANEMA","","",2019,46,1,0,27,0.037037037037037,0
"IPANEMA","","",2019,47,4,0,29,0.137931034482759,0
"IPANEMA","","",2019,48,1,1,28,0.0357142857142857,0.0357142857142857
"IPANEMA","","",2019,49,2,1,31,0.0645161290322581,0.032258064516129
"IPANEMA","","",2019,50,3,0,29,0.103448275862069,0
"IPANEMA","","",2019,51,3,0,29,0.103448275862069,0
"IPANEMA","","",2019,52,1,2,28,0.0357142857142857,0.0714285714285714
"IPANEMA","","",2020,1,4,0,20,0.2,0
"IPANEMA","","",2020,2,5,4,26,0.192307692307692,0.153846153846154
"IPANEMA","","",2020,3,7,2,28,0.25,0.0714285714285714
"IPANEMA","","",2020,4,6,1,29,0.206896551724138,0.0344827586206897
"IPANEMA","","",2020,5,11,1,27,0.407407407407407,0.037037037037037
"IPANEMA","","",2020,6,6,0,29,0.206896551724138,0
"IPANEMA","","",2020,7,9,2,28,0.321428571428571,0.0714285714285714
"IPANEMA","","",2020,8,8,3,30,0.266666666666667,0.1
"IPANEMA","","",2020,9,3,1,17,0.176470588235294,0.0588235294117647
"IPANEMA","","",2020,10,11,3,26,0.423076923076923,0.115384615384615
"IPANEMA","","",2020,11,12,1,29,0.413793103448276,0.0344827586206897
"IPANEMA","","",2020,12,9,3,27,0.333333333333333,0.111111111111111
"IPANEMA","","",2020,13,3,0,24,0.125,0
"IPANEMA","","",2020,14,2,1,23,0.0869565217391304,0.0434782608695652
"IPANEMA","","",2020,15,8,0,22,0.363636363636364,0
"IPANEMA","","",2020,16,2,1,24,0.0833333333333333,0.0416666666666667
"IPANEMA","","",2020,17,8,1,25,0.32,0.04
"IPANEMA","","",2020,18,8,3,25,0.32,0.12
"IPANEMA","","",2020,19,11,1,25,0.44,0.04
"IPANEMA","","",2020,20,6,0,23,0.260869565217391,0
"IPANEMA","","",2020,21,1,0,24,0.0416666666666667,0
"IPANEMA","","",2020,22,3,1,23,0.130434782608696,0.0434782608695652
"IPANEMA","","",2020,23,4,0,25,0.16,0
"IPANEMA","","",2020,24,0,1,25,0,0.04
"IPANEMA","","",2020,25,0,0,24,0,0
"IPANEMA","","",2020,26,1,0,24,0.0416666666666667,0
"IPANEMA","","",2020,27,1,0,24,0.0416666666666667,0
"IPANEMA","","",2020,28,1,0,24,0.0416666666666667,0
"IPANEMA","","",2020,29,0,0,24,0,0
"IPANEMA","","",2020,30,0,0,25,0,0
"IPANEMA","","",2020,31,0,1,25,0,0.04
"IPANEMA","","",2020,32,0,0,24,0,0
"IPANEMA","","",2020,33,0,0,24,0,0
"IPANEMA","","",2020,34,0,0,24,0,0
"IPANEMA","","",2020,35,0,0,25,0,0
"IPANEMA","","",2020,36,0,0,25,0,0
"IPANEMA","","",2020,37,0,0,25,0,0
"IPANEMA","","",2020,38,1,0,24,0.0416666666666667,0
"IPANEMA","","",2020,39,0,0,24,0,0
"IPANEMA","","",2020,40,0,0,25,0,0
"IPANEMA","","",2020,41,0,0,25,0,0
"IPANEMA","","",2020,42,0,0,25,0,0
"IPANEMA","","",2020,43,1,0,19,0.0526315789473684,0
"IPANEMA","","",2020,44,0,0,20,0,0
"IPANEMA","","",2020,45,1,0,25,0.04,0
"IPANEMA","","",2020,46,1,0,25,0.04,0
"IPANEMA","","",2020,47,3,0,25,0.12,0
"IPANEMA","","",2020,48,1,1,25,0.04,0.04
"IPANEMA","","",2020,50,3,0,25,0.12,0
"IPANEMA","","",2020,52,11,0,24,0.458333333333333,0
"IPANEMA","","",2020,53,8,0,25,0.32,0
"IPANEMA","","",2021,1,4,0,25,0.16,0
"IPANEMA","","",2021,2,6,1,24,0.25,0.0416666666666667
"IPANEMA","","",2021,3,21,0,25,0.84,0
"IPANEMA","","",2021,4,15,1,25,0.6,0.04
"IPANEMA","","",2021,11,60,0,25,2.4,0
"IPANEMA","","",2021,12,36,2,25,1.44,0.08
"IPANEMA","","",2021,13,15,4,25,0.6,0.16
"IPANEMA","","",2021,14,25,5,24,1.04166666666667,0.208333333333333
"IPANEMA","","",2021,15,37,3,25,1.48,0.12
"IPANEMA","","",2021,16,10,3,24,0.416666666666667,0.125
"IPANEMA","","",2021,17,15,2,25,0.6,0.08
"IPANEMA","","",2021,18,2,1,24,0.0833333333333333,0.0416666666666667
"IPANEMA","","",2021,19,8,0,25,0.32,0
"IPANEMA","","",2021,20,1,0,25,0.04,0
"IPANEMA","","",2021,21,1,0,24,0.0416666666666667,0
"IPANEMA","","",2021,22,2,0,24,0.0833333333333333,0
"IPANEMA","","",2021,23,2,0,23,0.0869565217391304,0
"IPANEMA","","",2021,24,2,0,25,0.08,0
"IPANEMA","","",2021,25,0,0,25,0,0
"IPANEMA","","",2021,26,0,0,22,0,0
"IPANEMA","","",2021,27,2,0,24,0.0833333333333333,0
"IPANEMA","","",2021,28,0,0,25,0,0
"IPANEMA","","",2021,29,0,0,23,0,0
"IPANEMA","","",2021,30,0,0,25,0,0
"IPANEMA","","",2021,31,0,0,25,0,0
"IPANEMA","","",2021,32,0,0,25,0,0
"IPANEMA","","",2021,33,0,0,25,0,0
"IPANEMA","","",2021,34,0,0,26,0,0
"IPANEMA","","",2021,35,0,0,25,0,0
"IPANEMA","","",2021,36,0,0,24,0,0
"IPANEMA","","",2021,37,0,1,23,0,0.0434782608695652
"IPANEMA","","",2021,38,0,0,1,0,0
"IPANEMA","","",2021,39,0,0,1,0,0
"IPANEMA","","",2021,40,3,0,23,0.130434782608696,0
"IPANEMA","","",2021,41,5,0,24,0.208333333333333,0
"JARDIM BOTANICO","","",2018,3,4,0,23,0.173913043478261,0
"JARDIM BOTANICO","","",2018,4,7,2,24,0.291666666666667,0.0833333333333333
"JARDIM BOTANICO","","",2018,5,8,1,23,0.347826086956522,0.0434782608695652
"JARDIM BOTANICO","","",2018,6,9,1,23,0.391304347826087,0.0434782608695652
"JARDIM BOTANICO","","",2018,7,6,1,20,0.3,0.05
"JARDIM BOTANICO","","",2018,8,5,1,23,0.217391304347826,0.0434782608695652
"JARDIM BOTANICO","","",2018,9,11,0,24,0.458333333333333,0
"JARDIM BOTANICO","","",2018,10,3,0,24,0.125,0
